period_id,entity_id,scope,layer,theory_family_id,raw_score,normalized_score,maturity_status
1939_1945,axis_powers,entity,synthesis,marxism_dependency_structuralism,56.57,20.4519,generated
1939_1945,axis_powers,entity,synthesis,geopolitics_imperialism_reason_of_state,93.32,33.7383,generated
1939_1945,united_states,entity,synthesis,realism,94.87,33.9634,generated
1939_1945,united_states,entity,synthesis,liberalism,49.57,17.746,generated
1939_1945,united_states,entity,synthesis,marxism_dependency_structuralism,56.57,20.252,generated
1939_1945,united_states,entity,synthesis,geopolitics_imperialism_reason_of_state,78.32,28.0385,generated
1939_1945,soviet_union,entity,synthesis,realism,94.87,33.9306,generated
1939_1945,soviet_union,entity,synthesis,liberalism,31.84,11.3877,generated
1939_1945,soviet_union,entity,synthesis,marxism_dependency_structuralism,74.57,26.6702,generated
1939_1945,soviet_union,entity,synthesis,geopolitics_imperialism_reason_of_state,78.32,28.0114,generated
1939_1945,china_asian_theater,entity,synthesis,realism,82.17,31.1368,generated
1939_1945,china_asian_theater,entity,synthesis,liberalism,31.84,12.0652,generated
1939_1945,china_asian_theater,entity,synthesis,marxism_dependency_structuralism,56.57,21.4362,generated
1939_1945,china_asian_theater,entity,synthesis,geopolitics_imperialism_reason_of_state,93.32,35.3619,generated
1939_1945,colonial_empires,entity,synthesis,realism,82.17,31.1368,generated
1939_1945,colonial_empires,entity,synthesis,liberalism,31.84,12.0652,generated
1939_1945,colonial_empires,entity,synthesis,marxism_dependency_structuralism,56.57,21.4362,generated
1939_1945,colonial_empires,entity,synthesis,geopolitics_imperialism_reason_of_state,93.32,35.3619,generated
1939_1945,occupied_europe,entity,synthesis,realism,94.87,36.2653,generated
1939_1945,occupied_europe,entity,synthesis,liberalism,31.84,12.1713,generated
1939_1945,occupied_europe,entity,synthesis,marxism_dependency_structuralism,56.57,21.6246,generated
1939_1945,occupied_europe,entity,synthesis,geopolitics_imperialism_reason_of_state,78.32,29.9388,generated
1939_1945,global_war_economy,entity,synthesis,realism,94.87,33.9306,generated
1939_1945,global_war_economy,entity,synthesis,liberalism,31.84,11.3877,generated
1939_1945,global_war_economy,entity,synthesis,marxism_dependency_structuralism,74.57,26.6702,generated
1939_1945,global_war_economy,entity,synthesis,geopolitics_imperialism_reason_of_state,78.32,28.0114,generated
1945_1962,united_states,entity,synthesis,realism,96.32,32.1785,generated
1945_1962,united_states,entity,synthesis,liberalism,78.82,26.3321,generated
1945_1962,united_states,entity,synthesis,marxism_dependency_structuralism,59.62,19.9178,generated
1945_1962,united_states,entity,synthesis,geopolitics_imperialism_reason_of_state,64.57,21.5715,generated
1945_1962,soviet_union,entity,synthesis,realism,96.32,32.1785,generated
1945_1962,soviet_union,entity,synthesis,liberalism,60.82,20.3187,generated
1945_1962,soviet_union,entity,synthesis,marxism_dependency_structuralism,77.62,25.9312,generated
1945_1962,soviet_union,entity,synthesis,geopolitics_imperialism_reason_of_state,64.57,21.5715,generated
1945_1962,western_europe,entity,synthesis,realism,80.72,28.4496,generated
1945_1962,western_europe,entity,synthesis,liberalism,78.82,27.7799,generated
1945_1962,western_europe,entity,synthesis,marxism_dependency_structuralism,59.62,21.0129,generated
1945_1962,western_europe,entity,synthesis,geopolitics_imperialism_reason_of_state,64.57,22.7576,generated
1945_1962,decolonizing_world,entity,synthesis,realism,80.72,28.4496,generated
1945_1962,decolonizing_world,entity,synthesis,liberalism,60.82,21.4359,generated
1945_1962,decolonizing_world,entity,synthesis,marxism_dependency_structuralism,77.62,27.357,generated
1945_1962,decolonizing_world,entity,synthesis,geopolitics_imperialism_reason_of_state,64.57,22.7576,generated
1945_1962,nato_western_bloc,entity,synthesis,realism,96.32,32.1785,generated
1945_1962,nato_western_bloc,entity,synthesis,liberalism,78.82,26.3321,generated
1945_1962,nato_western_bloc,entity,synthesis,marxism_dependency_structuralism,59.62,19.9178,generated
1945_1962,nato_western_bloc,entity,synthesis,geopolitics_imperialism_reason_of_state,64.57,21.5715,generated
1945_1962,china,entity,synthesis,realism,96.32,32.1785,generated
1945_1962,china,entity,synthesis,liberalism,60.82,20.3187,generated
1945_1962,china,entity,synthesis,marxism_dependency_structuralism,77.62,25.9312,generated
1945_1962,china,entity,synthesis,geopolitics_imperialism_reason_of_state,64.57,21.5715,generated
1945_1962,united_nations,entity,synthesis,realism,80.72,28.4496,generated
1945_1962,united_nations,entity,synthesis,liberalism,78.82,27.7799,generated
1945_1962,united_nations,entity,synthesis,marxism_dependency_structuralism,59.62,21.0129,generated
1945_1962,united_nations,entity,synthesis,geopolitics_imperialism_reason_of_state,64.57,22.7576,generated
1945_1962,bretton_woods_institutions,entity,synthesis,realism,80.72,26.7524,generated
1945_1962,bretton_woods_institutions,entity,synthesis,liberalism,78.82,26.1227,generated
1945_1962,bretton_woods_institutions,entity,synthesis,marxism_dependency_structuralism,77.62,25.725,generated
1945_1962,bretton_woods_institutions,entity,synthesis,geopolitics_imperialism_reason_of_state,64.57,21.3999,generated
1945_1962,eastern_bloc,entity,synthesis,realism,96.32,32.1785,generated
1945_1962,eastern_bloc,entity,synthesis,liberalism,60.82,20.3187,generated
1945_1962,eastern_bloc,entity,synthesis,marxism_dependency_structuralism,77.62,25.9312,generated
1945_1962,eastern_bloc,entity,synthesis,geopolitics_imperialism_reason_of_state,64.57,21.5715,generated
1962_1979,united_states,entity,synthesis,realism,92.67,25.8386,generated
1962_1979,united_states,entity,synthesis,liberalism,74.82,20.8616,generated
1962_1979,united_states,entity,synthesis,marxism_dependency_structuralism,73.97,20.6246,generated
1962_1979,united_states,entity,synthesis,english_school,55.82,15.5639,generated
1962_1979,united_states,entity,synthesis,geopolitics_imperialism_reason_of_state,61.37,17.1114,generated
1962_1979,soviet_union,entity,synthesis,realism,92.67,25.8386,generated
1962_1979,soviet_union,entity,synthesis,liberalism,56.82,15.8427,generated
1962_1979,soviet_union,entity,synthesis,marxism_dependency_structuralism,91.97,25.6434,generated
1962_1979,soviet_union,entity,synthesis,english_school,55.82,15.5639,generated
1962_1979,soviet_union,entity,synthesis,geopolitics_imperialism_reason_of_state,61.37,17.1114,generated
1962_1979,non_aligned_world,entity,synthesis,realism,74.67,21.1141,generated
1962_1979,non_aligned_world,entity,synthesis,liberalism,56.82,16.0667,generated
1962_1979,non_aligned_world,entity,synthesis,marxism_dependency_structuralism,91.97,26.0059,generated
1962_1979,non_aligned_world,entity,synthesis,english_school,68.82,19.4599,generated
1962_1979,non_aligned_world,entity,synthesis,geopolitics_imperialism_reason_of_state,61.37,17.3533,generated
1962_1979,china,entity,synthesis,realism,92.67,25.8386,generated
1962_1979,china,entity,synthesis,liberalism,56.82,15.8427,generated
1962_1979,china,entity,synthesis,marxism_dependency_structuralism,91.97,25.6434,generated
1962_1979,china,entity,synthesis,english_school,55.82,15.5639,generated
1962_1979,china,entity,synthesis,geopolitics_imperialism_reason_of_state,61.37,17.1114,generated
1962_1979,western_europe,entity,synthesis,realism,74.67,20.8197,generated
1962_1979,western_europe,entity,synthesis,liberalism,74.82,20.8616,generated
1962_1979,western_europe,entity,synthesis,marxism_dependency_structuralism,73.97,20.6246,generated
1962_1979,western_europe,entity,synthesis,english_school,73.82,20.5827,generated
1962_1979,western_europe,entity,synthesis,geopolitics_imperialism_reason_of_state,61.37,17.1114,generated
1962_1979,global_south_postcolonial,entity,synthesis,realism,74.67,21.9199,generated
1962_1979,global_south_postcolonial,entity,synthesis,liberalism,56.82,16.6799,generated
1962_1979,global_south_postcolonial,entity,synthesis,marxism_dependency_structuralism,91.97,26.9984,generated
1962_1979,global_south_postcolonial,entity,synthesis,english_school,55.82,16.3863,generated
1962_1979,global_south_postcolonial,entity,synthesis,geopolitics_imperialism_reason_of_state,61.37,18.0156,generated
1962_1979,united_nations,entity,synthesis,realism,74.67,20.8197,generated
1962_1979,united_nations,entity,synthesis,liberalism,74.82,20.8616,generated
1962_1979,united_nations,entity,synthesis,marxism_dependency_structuralism,73.97,20.6246,generated
1962_1979,united_nations,entity,synthesis,english_school,73.82,20.5827,generated
1962_1979,united_nations,entity,synthesis,geopolitics_imperialism_reason_of_state,61.37,17.1114,generated
1962_1979,bretton_woods_institutions,entity,synthesis,realism,74.67,20.8197,generated
1962_1979,bretton_woods_institutions,entity,synthesis,liberalism,74.82,20.8616,generated
1962_1979,bretton_woods_institutions,entity,synthesis,marxism_dependency_structuralism,91.97,25.6434,generated
1962_1979,bretton_woods_institutions,entity,synthesis,english_school,55.82,15.5639,generated
1962_1979,bretton_woods_institutions,entity,synthesis,geopolitics_imperialism_reason_of_state,61.37,17.1114,generated
1962_1979,middle_east,entity,synthesis,realism,92.67,25.8386,generated
1962_1979,middle_east,entity,synthesis,liberalism,56.82,15.8427,generated
1962_1979,middle_east,entity,synthesis,marxism_dependency_structuralism,73.97,20.6246,generated
1962_1979,middle_east,entity,synthesis,english_school,55.82,15.5639,generated
1962_1979,middle_east,entity,synthesis,geopolitics_imperialism_reason_of_state,79.37,22.1302,generated
1962_1979,vietnam_southeast_asia,entity,synthesis,realism,92.67,27.2039,generated
1962_1979,vietnam_southeast_asia,entity,synthesis,liberalism,56.82,16.6799,generated
1962_1979,vietnam_southeast_asia,entity,synthesis,marxism_dependency_structuralism,73.97,21.7144,generated
1962_1979,vietnam_southeast_asia,entity,synthesis,english_school,55.82,16.3863,generated
1962_1979,vietnam_southeast_asia,entity,synthesis,geopolitics_imperialism_reason_of_state,61.37,18.0156,generated
1991_2001,united_states,entity,synthesis,realism,81.12,18.7305,generated
1991_2001,united_states,entity,synthesis,liberalism,97.27,22.4595,generated
1991_2001,united_states,entity,synthesis,marxism_dependency_structuralism,38.17,8.8134,generated
1991_2001,united_states,entity,synthesis,constructivism,65.77,15.1862,generated
1991_2001,united_states,entity,synthesis,english_school,58.87,13.593,generated
1991_2001,united_states,entity,synthesis,critical_postcolonial_feminist,49.82,11.5034,generated
1991_2001,united_states,entity,synthesis,geopolitics_imperialism_reason_of_state,42.07,9.7139,generated
1991_2001,liberal_institutions,entity,synthesis,realism,63.12,14.5743,generated
1991_2001,liberal_institutions,entity,synthesis,liberalism,97.27,22.4595,generated
1991_2001,liberal_institutions,entity,synthesis,marxism_dependency_structuralism,38.17,8.8134,generated
1991_2001,liberal_institutions,entity,synthesis,constructivism,65.77,15.1862,generated
1991_2001,liberal_institutions,entity,synthesis,english_school,76.87,17.7492,generated
1991_2001,liberal_institutions,entity,synthesis,critical_postcolonial_feminist,49.82,11.5034,generated
1991_2001,liberal_institutions,entity,synthesis,geopolitics_imperialism_reason_of_state,42.07,9.7139,generated
1991_2001,european_union,entity,synthesis,realism,63.12,14.5743,generated
1991_2001,european_union,entity,synthesis,liberalism,97.27,22.4595,generated
1991_2001,european_union,entity,synthesis,marxism_dependency_structuralism,38.17,8.8134,generated
1991_2001,european_union,entity,synthesis,constructivism,83.77,19.3424,generated
1991_2001,european_union,entity,synthesis,english_school,58.87,13.593,generated
1991_2001,european_union,entity,synthesis,critical_postcolonial_feminist,49.82,11.5034,generated
1991_2001,european_union,entity,synthesis,geopolitics_imperialism_reason_of_state,42.07,9.7139,generated
1991_2001,china_rising,entity,synthesis,realism,81.12,18.7305,generated
1991_2001,china_rising,entity,synthesis,liberalism,97.27,22.4595,generated
1991_2001,china_rising,entity,synthesis,marxism_dependency_structuralism,38.17,8.8134,generated
1991_2001,china_rising,entity,synthesis,constructivism,65.77,15.1862,generated
1991_2001,china_rising,entity,synthesis,english_school,58.87,13.593,generated
1991_2001,china_rising,entity,synthesis,critical_postcolonial_feminist,49.82,11.5034,generated
1991_2001,china_rising,entity,synthesis,geopolitics_imperialism_reason_of_state,42.07,9.7139,generated
1991_2001,transnational_capital,entity,synthesis,realism,63.12,14.5743,generated
1991_2001,transnational_capital,entity,synthesis,liberalism,97.27,22.4595,generated
1991_2001,transnational_capital,entity,synthesis,marxism_dependency_structuralism,56.17,12.9696,generated
1991_2001,transnational_capital,entity,synthesis,constructivism,65.77,15.1862,generated
1991_2001,transnational_capital,entity,synthesis,english_school,58.87,13.593,generated
1991_2001,transnational_capital,entity,synthesis,critical_postcolonial_feminist,49.82,11.5034,generated
1991_2001,transnational_capital,entity,synthesis,geopolitics_imperialism_reason_of_state,42.07,9.7139,generated
1991_2001,global_south,entity,synthesis,realism,63.12,14.5408,generated
1991_2001,global_south,entity,synthesis,liberalism,80.27,18.4916,generated
1991_2001,global_south,entity,synthesis,marxism_dependency_structuralism,56.17,12.9397,generated
1991_2001,global_south,entity,synthesis,constructivism,65.77,15.1512,generated
1991_2001,global_south,entity,synthesis,english_school,58.87,13.5617,generated
1991_2001,global_south,entity,synthesis,critical_postcolonial_feminist,67.82,15.6235,generated
1991_2001,global_south,entity,synthesis,geopolitics_imperialism_reason_of_state,42.07,9.6915,generated
1991_2001,russia_post_soviet,entity,synthesis,realism,81.12,18.6874,generated
1991_2001,russia_post_soviet,entity,synthesis,liberalism,80.27,18.4916,generated
1991_2001,russia_post_soviet,entity,synthesis,marxism_dependency_structuralism,38.17,8.7931,generated
1991_2001,russia_post_soviet,entity,synthesis,constructivism,65.77,15.1512,generated
1991_2001,russia_post_soviet,entity,synthesis,english_school,58.87,13.5617,generated
1991_2001,russia_post_soviet,entity,synthesis,critical_postcolonial_feminist,49.82,11.4769,generated
1991_2001,russia_post_soviet,entity,synthesis,geopolitics_imperialism_reason_of_state,60.07,13.8381,generated
1991_2001,nato,entity,synthesis,realism,81.12,18.7305,generated
1991_2001,nato,entity,synthesis,liberalism,97.27,22.4595,generated
1991_2001,nato,entity,synthesis,marxism_dependency_structuralism,38.17,8.8134,generated
1991_2001,nato,entity,synthesis,constructivism,65.77,15.1862,generated
1991_2001,nato,entity,synthesis,english_school,58.87,13.593,generated
1991_2001,nato,entity,synthesis,critical_postcolonial_feminist,49.82,11.5034,generated
1991_2001,nato,entity,synthesis,geopolitics_imperialism_reason_of_state,42.07,9.7139,generated
2014_2022,united_states,entity,synthesis,realism,94.07,21.7684,generated
2014_2022,united_states,entity,synthesis,liberalism,66.82,15.4626,generated
2014_2022,united_states,entity,synthesis,marxism_dependency_structuralism,45.77,10.5915,generated
2014_2022,united_states,entity,synthesis,constructivism,54.12,12.5237,generated
2014_2022,united_states,entity,synthesis,english_school,42.92,9.932,generated
2014_2022,united_states,entity,synthesis,critical_postcolonial_feminist,57.97,13.4146,generated
2014_2022,united_states,entity,synthesis,geopolitics_imperialism_reason_of_state,70.47,16.3072,generated
2014_2022,china,entity,synthesis,realism,94.07,21.7684,generated
2014_2022,china,entity,synthesis,liberalism,48.82,11.2973,generated
2014_2022,china,entity,synthesis,marxism_dependency_structuralism,45.77,10.5915,generated
2014_2022,china,entity,synthesis,constructivism,54.12,12.5237,generated
2014_2022,china,entity,synthesis,english_school,42.92,9.932,generated
2014_2022,china,entity,synthesis,critical_postcolonial_feminist,57.97,13.4146,generated
2014_2022,china,entity,synthesis,geopolitics_imperialism_reason_of_state,88.47,20.4725,generated
2014_2022,russia,entity,synthesis,realism,94.07,21.7684,generated
2014_2022,russia,entity,synthesis,liberalism,48.82,11.2973,generated
2014_2022,russia,entity,synthesis,marxism_dependency_structuralism,45.77,10.5915,generated
2014_2022,russia,entity,synthesis,constructivism,54.12,12.5237,generated
2014_2022,russia,entity,synthesis,english_school,42.92,9.932,generated
2014_2022,russia,entity,synthesis,critical_postcolonial_feminist,57.97,13.4146,generated
2014_2022,russia,entity,synthesis,geopolitics_imperialism_reason_of_state,88.47,20.4725,generated
2014_2022,european_union,entity,synthesis,realism,76.07,17.6031,generated
2014_2022,european_union,entity,synthesis,liberalism,66.82,15.4626,generated
2014_2022,european_union,entity,synthesis,marxism_dependency_structuralism,45.77,10.5915,generated
2014_2022,european_union,entity,synthesis,constructivism,54.12,12.5237,generated
2014_2022,european_union,entity,synthesis,english_school,60.92,14.0973,generated
2014_2022,european_union,entity,synthesis,critical_postcolonial_feminist,57.97,13.4146,generated
2014_2022,european_union,entity,synthesis,geopolitics_imperialism_reason_of_state,70.47,16.3072,generated
2014_2022,middle_east,entity,synthesis,realism,94.07,21.7684,generated
2014_2022,middle_east,entity,synthesis,liberalism,48.82,11.2973,generated
2014_2022,middle_east,entity,synthesis,marxism_dependency_structuralism,45.77,10.5915,generated
2014_2022,middle_east,entity,synthesis,constructivism,54.12,12.5237,generated
2014_2022,middle_east,entity,synthesis,english_school,42.92,9.932,generated
2014_2022,middle_east,entity,synthesis,critical_postcolonial_feminist,57.97,13.4146,generated
2014_2022,middle_east,entity,synthesis,geopolitics_imperialism_reason_of_state,88.47,20.4725,generated
2014_2022,nato,entity,synthesis,realism,94.07,21.7684,generated
2014_2022,nato,entity,synthesis,liberalism,66.82,15.4626,generated
2014_2022,nato,entity,synthesis,marxism_dependency_structuralism,45.77,10.5915,generated
2014_2022,nato,entity,synthesis,constructivism,54.12,12.5237,generated
2014_2022,nato,entity,synthesis,english_school,42.92,9.932,generated
2014_2022,nato,entity,synthesis,critical_postcolonial_feminist,57.97,13.4146,generated
2014_2022,nato,entity,synthesis,geopolitics_imperialism_reason_of_state,70.47,16.3072,generated
2014_2022,indo_pacific,entity,synthesis,realism,94.07,21.7684,generated
2014_2022,indo_pacific,entity,synthesis,liberalism,48.82,11.2973,generated
2014_2022,indo_pacific,entity,synthesis,marxism_dependency_structuralism,45.77,10.5915,generated
2014_2022,indo_pacific,entity,synthesis,constructivism,54.12,12.5237,generated
2014_2022,indo_pacific,entity,synthesis,english_school,42.92,9.932,generated
2014_2022,indo_pacific,entity,synthesis,critical_postcolonial_feminist,57.97,13.4146,generated
2014_2022,indo_pacific,entity,synthesis,geopolitics_imperialism_reason_of_state,88.47,20.4725,generated
2014_2022,global_south,entity,synthesis,realism,76.07,17.6031,generated
2014_2022,global_south,entity,synthesis,liberalism,48.82,11.2973,generated
2014_2022,global_south,entity,synthesis,marxism_dependency_structuralism,63.77,14.7568,generated
2014_2022,global_south,entity,synthesis,constructivism,54.12,12.5237,generated
2014_2022,global_south,entity,synthesis,english_school,42.92,9.932,generated
2014_2022,global_south,entity,synthesis,critical_postcolonial_feminist,75.97,17.58,generated
2014_2022,global_south,entity,synthesis,geopolitics_imperialism_reason_of_state,70.47,16.3072,generated
2014_2022,transnational_tech_finance,entity,synthesis,realism,76.07,17.6031,generated
2014_2022,transnational_tech_finance,entity,synthesis,liberalism,66.82,15.4626,generated
2014_2022,transnational_tech_finance,entity,synthesis,marxism_dependency_structuralism,63.77,14.7568,generated
2014_2022,transnational_tech_finance,entity,synthesis,constructivism,54.12,12.5237,generated
2014_2022,transnational_tech_finance,entity,synthesis,english_school,42.92,9.932,generated
2014_2022,transnational_tech_finance,entity,synthesis,critical_postcolonial_feminist,57.97,13.4146,generated
2014_2022,transnational_tech_finance,entity,synthesis,geopolitics_imperialism_reason_of_state,70.47,16.3072,generated
2022_2026,china,entity,synthesis,realism,96.57,22.2414,generated
2022_2026,china,entity,synthesis,liberalism,44.12,10.1615,generated
2022_2026,china,entity,synthesis,marxism_dependency_structuralism,46.52,10.7142,generated
2022_2026,china,entity,synthesis,constructivism,52.17,12.0155,generated
2022_2026,china,entity,synthesis,english_school,40.67,9.3669,generated
2022_2026,china,entity,synthesis,critical_postcolonial_feminist,61.07,14.0653,generated
2022_2026,china,entity,synthesis,geopolitics_imperialism_reason_of_state,93.07,21.4353,generated
2022_2026,united_states,entity,synthesis,realism,96.57,22.2414,generated
2022_2026,united_states,entity,synthesis,liberalism,62.12,14.3071,generated
2022_2026,united_states,entity,synthesis,marxism_dependency_structuralism,46.52,10.7142,generated
2022_2026,united_states,entity,synthesis,constructivism,52.17,12.0155,generated
2022_2026,united_states,entity,synthesis,english_school,40.67,9.3669,generated
2022_2026,united_states,entity,synthesis,critical_postcolonial_feminist,61.07,14.0653,generated
2022_2026,united_states,entity,synthesis,geopolitics_imperialism_reason_of_state,75.07,17.2897,generated
2022_2026,russia,entity,synthesis,realism,96.57,22.2414,generated
2022_2026,russia,entity,synthesis,liberalism,44.12,10.1615,generated
2022_2026,russia,entity,synthesis,marxism_dependency_structuralism,46.52,10.7142,generated
2022_2026,russia,entity,synthesis,constructivism,52.17,12.0155,generated
2022_2026,russia,entity,synthesis,english_school,40.67,9.3669,generated
2022_2026,russia,entity,synthesis,critical_postcolonial_feminist,61.07,14.0653,generated
2022_2026,russia,entity,synthesis,geopolitics_imperialism_reason_of_state,93.07,21.4353,generated
2022_2026,european_union,entity,synthesis,realism,79.77,18.3215,generated
2022_2026,european_union,entity,synthesis,liberalism,62.12,14.2677,generated
2022_2026,european_union,entity,synthesis,marxism_dependency_structuralism,46.52,10.6847,generated
2022_2026,european_union,entity,synthesis,constructivism,52.17,11.9824,generated
2022_2026,european_union,entity,synthesis,english_school,58.67,13.4753,generated
2022_2026,european_union,entity,synthesis,critical_postcolonial_feminist,61.07,14.0265,generated
2022_2026,european_union,entity,synthesis,geopolitics_imperialism_reason_of_state,75.07,17.242,generated
2022_2026,nato,entity,synthesis,realism,96.57,22.2414,generated
2022_2026,nato,entity,synthesis,liberalism,62.12,14.3071,generated
2022_2026,nato,entity,synthesis,marxism_dependency_structuralism,46.52,10.7142,generated
2022_2026,nato,entity,synthesis,constructivism,52.17,12.0155,generated
2022_2026,nato,entity,synthesis,english_school,40.67,9.3669,generated
2022_2026,nato,entity,synthesis,critical_postcolonial_feminist,61.07,14.0653,generated
2022_2026,nato,entity,synthesis,geopolitics_imperialism_reason_of_state,75.07,17.2897,generated
2022_2026,global_south,entity,synthesis,realism,79.77,18.3215,generated
2022_2026,global_south,entity,synthesis,liberalism,44.12,10.1334,generated
2022_2026,global_south,entity,synthesis,marxism_dependency_structuralism,64.52,14.8189,generated
2022_2026,global_south,entity,synthesis,constructivism,52.17,11.9824,generated
2022_2026,global_south,entity,synthesis,english_school,40.67,9.3411,generated
2022_2026,global_south,entity,synthesis,critical_postcolonial_feminist,79.07,18.1607,generated
2022_2026,global_south,entity,synthesis,geopolitics_imperialism_reason_of_state,75.07,17.242,generated
2022_2026,energy_sanctions_system,entity,synthesis,realism,79.77,18.3215,generated
2022_2026,energy_sanctions_system,entity,synthesis,liberalism,44.12,10.1334,generated
2022_2026,energy_sanctions_system,entity,synthesis,marxism_dependency_structuralism,64.52,14.8189,generated
2022_2026,energy_sanctions_system,entity,synthesis,constructivism,52.17,11.9824,generated
2022_2026,energy_sanctions_system,entity,synthesis,english_school,40.67,9.3411,generated
2022_2026,energy_sanctions_system,entity,synthesis,critical_postcolonial_feminist,61.07,14.0265,generated
2022_2026,energy_sanctions_system,entity,synthesis,geopolitics_imperialism_reason_of_state,93.07,21.3762,generated
2022_2026,ukraine,entity,synthesis,realism,96.57,21.5948,generated
2022_2026,ukraine,entity,synthesis,liberalism,44.12,9.8661,generated
2022_2026,ukraine,entity,synthesis,marxism_dependency_structuralism,46.52,10.4027,generated
2022_2026,ukraine,entity,synthesis,constructivism,70.17,15.6913,generated
2022_2026,ukraine,entity,synthesis,english_school,40.67,9.0946,generated
2022_2026,ukraine,entity,synthesis,critical_postcolonial_feminist,61.07,13.6564,generated
2022_2026,ukraine,entity,synthesis,geopolitics_imperialism_reason_of_state,88.07,19.6941,generated
2022_2026,indo_pacific,entity,synthesis,realism,96.57,22.2414,generated
2022_2026,indo_pacific,entity,synthesis,liberalism,44.12,10.1615,generated
2022_2026,indo_pacific,entity,synthesis,marxism_dependency_structuralism,46.52,10.7142,generated
2022_2026,indo_pacific,entity,synthesis,constructivism,52.17,12.0155,generated
2022_2026,indo_pacific,entity,synthesis,english_school,40.67,9.3669,generated
2022_2026,indo_pacific,entity,synthesis,critical_postcolonial_feminist,61.07,14.0653,generated
2022_2026,indo_pacific,entity,synthesis,geopolitics_imperialism_reason_of_state,93.07,21.4353,generated
2022_2026,international_institutions,entity,synthesis,realism,79.77,18.3215,generated
2022_2026,international_institutions,entity,synthesis,liberalism,62.12,14.2677,generated
2022_2026,international_institutions,entity,synthesis,marxism_dependency_structuralism,46.52,10.6847,generated
2022_2026,international_institutions,entity,synthesis,constructivism,52.17,11.9824,generated
2022_2026,international_institutions,entity,synthesis,english_school,58.67,13.4753,generated
2022_2026,international_institutions,entity,synthesis,critical_postcolonial_feminist,61.07,14.0265,generated
2022_2026,international_institutions,entity,synthesis,geopolitics_imperialism_reason_of_state,75.07,17.242,generated
